City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
990,smithers,1,CA,1612761091,92,54.7804,-127.1743,258.15,1.54
6218,mayo,1,US,1612761339,51,38.8876,-76.5119,272.15,3.6
9483,alice springs,71,AU,1612761124,16,-23.7,133.8833,309.15,8.23
2008548,portland,95,US,1612760924,80,45.5234,-122.6762,279.82,0.89
6845,gat,0,IL,1612761341,93,31.61,34.7642,284.82,0.51
9522,geraldton,75,AU,1612761267,57,-28.7667,114.6,298.15,7.2
75281,dunedin,95,NZ,1612761343,88,-45.8742,170.5036,289.26,0.45
894,kenora,1,CA,1612761095,68,49.8167,-94.4337,240.15,3.09
2001932,atherton,86,GB,1612760850,63,53.5237,-2.4935,274.82,1.79
4674,north platte,20,US,1612760932,71,41.1239,-100.7654,254.15,2.57
3618,fort oglethorpe,1,US,1612761097,86,34.949,-85.2569,273.15,1.54
4127,fortuna,90,US,1612761345,93,40.5982,-124.1573,280.15,2.15
9014,komsomolskiy,67,UZ,1612761346,65,40.4272,71.7189,280.15,3.09
2482,nouakchott,0,MR,1612761099,36,18.0858,-15.9785,288.15,4.63
9225,yanam,50,IN,1612761099,54,16.7333,82.2167,300.15,3.09
2131,dzaoudzi,75,YT,1612761100,89,-12.7887,45.2699,300.15,2.57
9226,manavalakurichi,20,IN,1612761102,45,8.1333,77.3,305.15,1.03
2017783,sukabumi,63,ID,1612761102,70,-6.9181,106.9267,303.71,1.34
2419,dakar,0,SN,1612760566,77,14.6937,-17.4441,291.15,5.66
2033035,southbridge,57,US,1612761104,62,42.0751,-72.0334,269.26,5.22
2389,buchanan,20,LR,1612761104,94,5.8808,-10.0467,297.15,2.58
8527,carahue,0,CL,1612761106,100,-38.7,-73.1667,286.15,1.54
9333,banjar,20,ID,1612761106,79,-8.19,114.9675,303.15,4.12
3536,burley,1,US,1612761106,55,42.5357,-113.7928,274.15,4.63
2006415,larsnes,0,NO,1612761107,69,62.2028,5.5773,267.04,1.79
2548,sohag,0,EG,1612760947,66,26.557,31.6948,284.15,3.09
2007682,warrnambool,89,AU,1612761045,65,-38.3833,142.4833,292.59,7.39
1572,vejen,90,DK,1612761108,80,55.4833,9.15,270.37,9.77
7509,tabriz,87,IR,1612760800,80,38.08,46.2919,274.15,3.09
287,haines junction,20,CA,1612761356,76,60.7522,-137.5108,243.15,0.51
8985,kedrovoye,40,RU,1612761109,71,57.1576,60.5698,252.15,7
1563,skibbereen,90,IE,1612761357,69,51.55,-9.2667,275.15,8.23
8486,santiago,0,CL,1612760879,77,-33.4569,-70.6483,290.93,2.57
2061,bambous virieux,40,MU,1612761358,62,-20.3428,57.7575,303.15,5.14
8491,coihaique,0,CL,1612761111,71,-45.5752,-72.0662,285.15,0.46
3429,broome,1,US,1612761111,66,42.2506,-75.833,260.37,5.14
9596,dubbo,40,AU,1612761360,42,-32.25,148.6167,302.15,3.09
244086,kabin buri,0,TH,1612761113,32,13.9511,101.7177,305.37,1.59
6822,ravenna,66,IT,1612761114,87,44.4167,11.9833,282.59,1.54
9033,ruza,0,RU,1612761114,78,55.699,36.1952,254.15,2
1918,knysna,20,ZA,1612761115,88,-34.0363,23.0471,289.15,2.06
2013564,lata,65,PT,1612761115,95,40.1629,-8.3327,284.82,5.36
8998,isfana,75,KG,1612761116,66,39.8386,69.5306,282.15,4
8661,santa cruz,75,BO,1612761014,83,-17.8,-63.1667,298.15,1.03
2030397,port macquarie,37,AU,1612761119,61,-31.4333,152.9167,299.82,0.89
2003019,montalvo,100,EC,1612761121,82,-1.8,-79.3333,299.82,0.41
7955,hasaki,75,JP,1612761367,34,35.7333,140.8333,283.15,3.6
2008401,priego de cordoba,100,ES,1612761122,80,37.4381,-4.1952,282.59,0.45
9499,yeppoon,75,AU,1612761123,39,-23.1333,150.7333,310.15,2.57
8426,olinda,40,BR,1612761125,69,-8.0089,-34.8553,299.15,2.57
8013,naze,75,JP,1612761125,52,28.3667,129.4833,294.15,7.2
7959,shingu,40,JP,1612761126,41,33.7333,135.9833,286.15,8.75
7683,college,1,US,1612761373,69,64.8569,-147.8028,245.37,3.6
4900,saint anthony,90,US,1612761374,71,45.0205,-93.218,254.15,3.09
8512,ancud,0,CL,1612761257,88,-41.8697,-73.8203,288.15,2.06
5422,morgan city,1,US,1612761128,100,29.6994,-91.2068,281.15,2.06
2033627,flinders,79,AU,1612761286,71,-34.5833,150.8552,295.93,1.79
2127,saint-pierre,0,RE,1612761131,54,-21.3393,55.4781,303.15,1.54
8391,pitimbu,20,BR,1612761132,89,-7.4706,-34.8086,299.15,2.06
9501,hervey bay,90,AU,1612761134,74,-25.2986,152.8535,301.48,8.23
1823,flensburg,100,DE,1612761135,86,54.7833,9.4333,270.37,6.17
979,sioux lookout,1,CA,1612761382,69,50.1001,-91.917,242.15,3.6
1638,havoysund,90,NO,1612761382,80,70.9963,24.6622,270.15,13.38
2000018,muros,56,ES,1612761137,88,42.7762,-9.0603,283.71,2.68
1647,sistranda,75,NO,1612761138,86,63.7256,8.834,268.15,4.12
2009760,williston,8,US,1612761138,77,48.147,-103.618,248.71,2.61
9124,hambantota,0,LK,1612761385,74,6.1241,81.1185,303.15,6.69
2035800,victoria,14,HK,1612761130,75,22.2855,114.1577,295.93,1.79
8001,shintomi,20,JP,1612761140,16,32.0785,131.4723,290.15,11.83
986,fort nelson,75,CA,1612761141,69,58.8053,-122.7002,245.15,2.57
6905,korcula,90,HR,1612760927,94,42.9622,17.1369,287.15,2.57
1602,roald,75,NO,1612761143,50,62.5833,6.1333,269.15,5.66
3222,brigantine,1,US,1612761143,69,39.4101,-74.3646,272.59,5.66
2511,rosetta,39,EG,1612761143,94,31.4044,30.4164,285.15,1.54
2009910,cehegin,100,ES,1612761144,51,38.0924,-1.7985,285.37,0.45
8105,seoul,0,KR,1612760876,25,37.5683,126.9778,274.15,7.72
2007786,road town,2,VG,1612761145,81,18.4167,-64.6167,298.71,5.36
2378,aguimes,75,ES,1612761145,72,27.9054,-15.4461,289.15,2.57
883,prince rupert,1,CA,1612761393,58,54.3161,-130.3201,273.15,2.06
5141,fairview,1,US,1612761008,63,40.8126,-73.999,271.15,4.63
7481,birjand,20,IR,1612761148,28,32.8663,59.2211,278.15,3.09
852,kelowna,90,CA,1612760991,80,49.8831,-119.4857,271.15,3.09
2021774,mercedes,1,AR,1612761149,91,-34.6515,-59.4307,294.82,6.46
47,qaqortoq,75,GL,1612761150,26,60.7167,-46.0333,277.15,20.06
8452,touros,20,BR,1612761150,83,-5.1989,-35.4608,299.15,2.57
8938,horki,0,BY,1612761151,92,54.2861,30.9842,251.48,1.1
2127,saint-joseph,0,RE,1612761398,54,-21.3667,55.6167,303.15,1.54
9325,galesong,20,ID,1612761155,74,-5.3166,119.3661,303.15,3.6
4869,jackson,1,US,1612761156,81,42.4165,-122.8345,276.15,2.06
7315,lufilufi,90,WS,1612761157,94,-13.8745,-171.5986,301.15,7.72
2006304,jenks,68,US,1612761157,90,36.0229,-95.9683,273.71,4.58
7614,doha,0,QA,1612760905,68,25.2867,51.5333,293.15,3.6
42,port moresby,40,PG,1612761159,55,-9.4431,147.1797,306.15,5.14
2011004,pangao,78,PH,1612761160,77,13.9172,121.1256,303.71,4.47
2367,gunjur,18,GM,1612761160,48,13.2019,-16.7339,292.15,5.66
6422,mahon,0,ES,1612761405,82,39.8885,4.2658,285.15,4.63
2002134,grand gaube,6,MU,1612761162,71,-20.0064,57.6608,302.04,3.13
8854,namtsy,90,RU,1612761163,61,62.7161,129.6658,235.15,2
4505,griffith,90,US,1612761408,60,41.5284,-87.4237,256.15,1.54
2194,beira,20,MZ,1612761077,89,-19.8436,34.8389,300.15,2.06
5885,salinas,1,US,1612761164,87,36.6777,-121.6555,283.15,0.65
2010396,llanes,100,ES,1612761165,78,43.4198,-4.7549,284.26,0.89
7306,alofi,75,NU,1612761391,78,-19.0595,-169.9187,301.15,3.6
1633,mehamn,75,NO,1612761410,63,71.0357,27.8492,268.15,13.89
9271,yaring,40,TH,1612761166,66,6.8662,101.3689,304.15,3.6
5604,lamu,75,KE,1612761167,83,-2.2717,40.902,299.15,5.75
7318,tautira,40,PF,1612761169,65,-17.7333,-149.15,302.15,3.6
2003630,neuruppin,100,DE,1612761129,53,52.9282,12.8031,266.48,1.34
7286,pangai,90,TO,1612761171,94,-19.8,-174.35,299.15,2.57
9368,miri,40,MY,1612761172,100,4.4148,114.0089,297.15,3.6
4105,flagstaff,1,US,1612760954,50,35.1981,-111.6513,276.48,2.58
165,ilulissat,0,GL,1612761175,45,69.2167,-51.1,266.15,15.43
9503,bowen,21,AU,1612761176,59,-20.0167,148.2333,307.15,3.6
9560,mount gambier,40,AU,1612761177,63,-37.8333,140.7667,291.15,6.69
1633,berlevag,75,NO,1612761177,63,70.8578,29.0864,268.15,13.89
2409,marrakesh,40,MA,1612761423,100,31.6315,-8.0083,281.15,2.57
2005662,el salto,0,MX,1612761180,82,20.3333,-104.5,287.59,1.34
951,norman wells,20,CA,1612761180,76,65.282,-126.8329,242.15,2.57
3863,clive,90,US,1612761152,78,41.603,-93.7241,254.82,3.6
5666,ascension,1,US,1612761182,87,30.2169,-90.9001,283.15,2.2
5442,payson,1,US,1612761183,25,40.0444,-111.7321,281.15,6.69
6853,elyakhin,0,IL,1612761183,87,32.4079,34.9243,285.15,3.6
6385,zlobin,75,HR,1612761185,93,45.2924,14.6541,283.71,2.57
8918,bratslav,90,UA,1612761185,100,48.8226,28.9407,263.71,8
1680,varhaug,0,NO,1612761186,85,58.6147,5.6457,264.82,1.03
4980,pacific grove,1,US,1612761055,87,36.6177,-121.9166,283.15,2.06
5681,roma,90,US,1612761187,62,43.2128,-75.4557,263.15,4.12
1875,liepaja,40,LV,1612761126,85,56.5419,21.0367,256.15,2.06
2007106,udala,95,ES,1612761188,91,43.0778,-2.5125,280.37,2.63
8514,coquimbo,0,CL,1612761189,82,-29.9533,-71.3436,288.15,1.54
9273,ko samui,20,TH,1612761190,70,9.5357,99.9357,303.15,6.69
2009137,ribeira brava,39,PT,1612761190,89,32.65,-17.0667,287.59,2.24
7537,dubai,0,AE,1612760847,64,25.2582,55.3047,295.15,1.54
8070,tateyama,40,JP,1612761191,57,34.9833,139.8667,283.71,5.66
2020742,margate,100,GB,1612761191,80,51.3813,1.3862,273.15,5.36
2208,quelimane,75,MZ,1612761193,94,-17.8786,36.8883,299.15,1.14
90,grindavik,0,IS,1612761193,75,63.8424,-22.4338,274.15,6.17
8321,ipixuna,0,BR,1612761194,83,-1.7625,-48.8043,298.15,1.03
6900,areosa,40,PT,1612761196,93,41.7178,-8.8571,284.15,1.54
6608,lithakia,75,GR,1612761197,51,37.7167,20.8333,290.15,5.14
3581,rodeo,1,US,1612761048,66,38.033,-122.2669,286.48,2.06
9639,baiyin,0,CN,1612761200,17,36.5583,104.2081,276.15,2
7217,quepos,20,CR,1612761201,83,9.4236,-84.1652,294.15,1.54
8772,bathsheba,20,BB,1612761201,65,13.2167,-59.5167,298.15,7.72
2517,marsa matruh,0,EG,1612761202,82,31.3525,27.2453,285.15,4.12
5769,laguna,1,US,1612761203,71,38.421,-121.4238,284.82,1.54
8137,itoman,20,JP,1612761445,52,26.1247,127.6694,294.15,9.26
73730,aljezur,97,PT,1612761203,100,37.3191,-8.8033,285.37,1.79
1632,hammerfest,75,NO,1612761205,74,70.6634,23.6821,269.15,6.17
5935,hailey,1,US,1612761205,63,43.5196,-114.3153,268.15,3.09
9585,port hedland,40,AU,1612761206,45,-20.3167,118.5667,305.15,8.75
6702,caltagirone,75,IT,1612761207,100,37.2368,14.5126,282.15,1.03
9589,katherine,75,AU,1612761451,62,-14.4667,132.2667,305.15,4.12
1824,uetze,75,DE,1612761209,79,52.4651,10.2047,266.15,6.17
1912,east london,40,ZA,1612761211,94,-33.0153,27.9116,292.15,5.66
2010946,el mante,0,MX,1612761211,73,22.7333,-98.9667,291.48,0.89
8922,lukovetskiy,75,RU,1612761212,77,64.2956,41.9211,253.15,4
3707,cross lanes,1,US,1612761212,58,38.4204,-81.7907,267.59,1.54
6065,indio,1,US,1612761174,46,33.7206,-116.2156,290.15,1.54
5239,north bend,90,US,1612761213,81,43.4065,-124.2243,280.15,2.57
859,chapais,1,CA,1612761456,84,49.7834,-74.8492,253.15,2.06
9574,palmerston,75,AU,1612761215,74,-12.486,130.9833,303.71,7.2
9527,alyangula,40,AU,1612761216,70,-13.8483,136.4192,304.15,4.63
7318,tiarei,40,PF,1612761217,65,-17.5333,-149.3333,302.15,3.6
145396,xichang,97,CN,1612761218,19,27.8964,102.2634,289.82,0.53
9364,kupang,40,ID,1612761219,79,-10.1667,123.5833,303.15,6.69
