City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
2008303,busselton,100,AU,1612594210,63,-33.65,115.3333,294.26,1.79
8600,puerto narino,75,CO,1612594278,100,-3.7703,-70.3831,296.15,1.54
2002538,pahrump,0,US,1612594279,38,36.2083,-115.9839,280.37,0.89
1943,saldanha,0,ZA,1612594280,88,-33.0117,17.9442,292.15,6.17
1714,krosno odrzanskie,0,PL,1612594281,74,52.0549,15.0988,271.48,6.17
9545,hobart,75,AU,1612594089,49,-42.8794,147.3294,295.15,7.72
7683,college,75,US,1612594283,70,64.8569,-147.8028,249.15,1.54
2035063,kruisfontein,0,ZA,1612594284,68,-34.0033,24.7314,298.71,0.89
7955,hasaki,20,JP,1612594071,29,35.7333,140.8333,289.82,2.57
7285,vaini,75,TO,1612594285,100,-21.2,-175.2,299.15,2.06
6554,plouzane,0,FR,1612594286,93,48.3833,-4.6167,277.15,1.54
2007303,albany,0,US,1612594097,82,42.6001,-73.9662,271.48,2.03
7770,nome,90,US,1612594287,93,64.5011,-165.4064,269.15,4.12
327,alma,89,CA,1612594287,93,48.5501,-71.6491,269.15,2.57
2011314,port alfred,92,ZA,1612594289,86,-33.5906,26.891,297.04,0.45
2005652,puerto ayora,18,EC,1612594289,96,-0.7393,-90.3518,297.04,0.89
8926,nikolskoye,75,RU,1612594291,79,59.7035,30.7861,261.48,5
1649,larsnes,0,NO,1612594291,84,62.2028,5.5773,265.93,2.62
2010234,carrickmacross,50,IE,1612594292,87,53.9728,-6.7189,278.71,2.24
208,la tuque,69,CA,1612594293,80,47.4334,-72.7824,269.15,2.57
7881,hilo,75,US,1612594293,68,19.7297,-155.09,295.15,2.08
7511,yazd,0,IR,1612594294,37,31.8972,54.3675,285.15,4.12
9490,mareeba,40,AU,1612594294,66,-17,145.4333,304.26,5.14
2061,quatre cocos,40,MU,1612594295,78,-20.2078,57.7625,301.15,4.12
5239,north bend,75,US,1612594057,100,43.4065,-124.2243,280.37,1.82
9545,new norfolk,75,AU,1612594056,49,-42.7826,147.0587,295.15,7.72
9576,nhulunbuy,75,AU,1612594297,70,-12.2333,136.7667,302.15,5.66
2002441,gat,4,IL,1612594298,100,31.61,34.7642,288.15,0.05
83,husavik,90,IS,1612594111,69,66.0449,-17.3389,274.15,4.63
8052,katsuura,20,JP,1612594299,44,35.1333,140.3,289.82,5.66
9490,cairns,40,AU,1612594299,66,-16.9167,145.7667,304.26,5.14
8854,namtsy,100,RU,1612594300,67,62.7161,129.6658,236.15,1
9429,georgetown,20,MY,1612594301,52,5.4112,100.3354,306.15,3.6
2006131,hermanus,0,ZA,1612594301,75,-34.4187,19.2345,295.93,2.06
2061,souillac,40,MU,1612594062,78,-20.5167,57.5167,301.15,4.12
2033627,mittagong,73,AU,1612594302,85,-34.45,150.45,298.71,1.34
4955,minot,75,US,1612594161,59,48.2325,-101.2963,250.15,7.72
1353,rauma,0,FI,1612594304,92,61.1272,21.5113,264.15,2.57
8303,ushuaia,40,AR,1612594280,87,-54.8,-68.3,278.15,9.26
81,tasiilaq,20,GL,1612594304,63,65.6145,-37.6368,269.15,4.63
9613,port augusta,40,AU,1612594306,64,-32.5,137.7667,298.15,9.26
6165,brandon,75,US,1612594306,88,27.9378,-82.2859,290.93,3.24
935,thompson,40,CA,1612594307,68,55.7435,-97.8558,240.15,4.63
2061,mahebourg,40,MU,1612594308,78,-20.4081,57.7,301.15,4.12
4541,iowa city,1,US,1612594308,72,41.6611,-91.5302,259.15,2.57
8927,polyarnyy,75,RU,1612594308,100,69.1989,33.4478,265.15,9.07
3888,bethel,1,US,1612594309,47,41.3712,-73.414,274.15,7.72
1899,cape town,40,ZA,1612594309,88,-33.9258,18.4232,297.59,7.2
1647,sistranda,40,NO,1612594122,93,63.7256,8.834,266.15,6.17
6218,mayo,1,US,1612594311,69,38.8876,-76.5119,275.37,2.91
2127,saint-philippe,20,RE,1612594054,62,-21.3585,55.7679,303.15,3.09
8487,punta arenas,40,CL,1612594313,65,-53.15,-70.9167,280.15,3.6
2015990,nanma,0,CN,1612594203,17,36.1817,118.1583,292.04,1.34
7271,avarua,35,CK,1612594067,78,-21.2078,-159.775,300.15,0.51
776,clyde river,90,CA,1612594059,77,70.4692,-68.5914,248.15,2.06
2033571,asau,100,RO,1612594316,76,46.4333,26.4,273.15,0.68
7448,bandar-e lengeh,0,IR,1612594318,68,26.5579,54.8807,295.15,3.09
2011051,cremona,100,IT,1612594318,93,45.2333,9.9333,281.48,1.23
8293,rio gallegos,0,AR,1612594080,70,-51.6226,-69.2181,278.15,3.09
1966,bredasdorp,0,ZA,1612594320,94,-34.5322,20.0403,291.15,0.51
8669,cayenne,0,GF,1612594100,89,4.9333,-52.3333,299.15,2.57
3453,baker city,1,US,1612594227,86,44.7749,-117.8344,271.15,2.06
7286,pangai,75,TO,1612594321,94,-19.8,-174.35,300.15,6.16
7649,barrow,90,US,1612594323,77,71.2906,-156.7887,252.15,3.09
6422,mao,20,ES,1612594323,67,39.8885,4.2658,289.15,3.6
